datetime,user,department,location,location_id,client_ip,server_ip,url,url_category,threat_category,threat_name,action,risk_score,dlp_engine,dlp_dictionaries,file_type,app_name,app_class,cloud_app,activity,http_method,http_status,user_agent,request_size,response_size,total_size,upload_file_type,upload_file_name,download_file_type,download_file_name,md5_hash,sha256_hash,malware_category,malware_class,device_owner
2025-11-06 05:08:08,emma.davis,Marketing,New York,NY-HQ,192.168.2.90,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,462,1992,2454,None,None,None,None,None,None,None,None,emma.davis
2025-11-06 05:22:32,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,1082,3547,4629,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 05:56:15,jane.smith,Finance,New York,NY-HQ,192.168.2.50,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,515,3909,4424,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 06:21:43,emma.davis,Marketing,New York,NY-HQ,192.168.2.90,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,926,2592,3518,None,None,None,None,None,None,None,None,emma.davis
2025-11-06 06:25:29,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,198.41.128.143,https://malicious-phishing-site.com,Phishing,Phishing,Phishing Site,Blocked,95,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,473,0,473,None,None,None,None,None,None,Phishing,Malicious,david.miller
2025-11-06 06:26:35,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,882,2725,3607,None,None,None,None,None,None,None,None,john.doe
2025-11-06 06:43:26,jane.smith,Finance,New York,NY-HQ,192.168.2.50,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1164,1577,2741,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 06:52:31,frank.wilson,Sales,Los Angeles,LA-OFFICE,192.168.5.110,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,819,2406,3225,None,None,None,None,None,None,None,None,frank.wilson
2025-11-06 07:29:13,jane.smith,Finance,New York,NY-HQ,192.168.2.50,54.230.159.120,https://slack.com,Business,None,None,Allowed,16,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,955,3904,4859,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 07:45:59,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,136.147.174.25,https://salesforce.com,Business,None,None,Allowed,17,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,787,3210,3997,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 07:47:38,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,185.220.101.45,https://malware-download.net,Malware,Malware,Trojan Downloader,Blocked,98,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,421,0,421,None,None,None,None,None,None,Trojan,Malicious,henry.taylor
2025-11-06 08:01:00,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,198.41.128.143,https://malicious-phishing-site.com,Phishing,Phishing,Phishing Site,Blocked,95,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,422,0,422,None,None,None,None,None,None,Phishing,Malicious,grace.moore
2025-11-06 08:01:51,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,1179,3125,4304,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:05:49,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,991,3515,4506,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:07:55,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,628,3542,4170,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 08:08:36,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,136.147.174.25,https://salesforce.com,Business,None,None,Allowed,17,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1080,2351,3431,None,None,None,None,None,None,None,None,david.miller
2025-11-06 08:11:33,frank.wilson,Sales,Los Angeles,LA-OFFICE,192.168.5.110,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,847,2115,2962,None,None,None,None,None,None,None,None,frank.wilson
2025-11-06 08:11:35,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,704,2317,3021,None,None,None,None,None,None,None,None,bob.johnson
2025-11-06 08:13:08,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1081,1985,3066,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:13:44,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,104.18.24.200,https://anonymous-vpn.com,VPN,None,None,Allowed,68,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,994,2100,3094,None,None,None,None,None,None,None,None,david.miller
2025-11-06 08:14:32,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,650,3104,3754,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:18:42,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1124,2731,3855,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 08:19:11,frank.wilson,Sales,Los Angeles,LA-OFFICE,192.168.5.110,104.20.208.21,https://pastebin.com,File Sharing,None,None,Allowed,55,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1059,2247,3306,None,None,None,None,None,None,None,None,frank.wilson
2025-11-06 08:19:56,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,185.220.101.45,https://malware-download.net,Malware,Malware,Trojan Downloader,Blocked,98,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,517,0,517,None,None,None,None,None,None,Trojan,Malicious,david.miller
2025-11-06 08:20:02,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,1180,1950,3130,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:20:38,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1032,3148,4180,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:22:28,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,920,3633,4553,None,None,None,None,None,None,None,None,bob.johnson
2025-11-06 08:22:58,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,432,2533,2965,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:22:59,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,903,2633,3536,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:23:51,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,45.142.120.10,https://c2-command-server.org,Command and Control,C2,Botnet C2,Blocked,99,None,None,None,Web Browser,Security Risk,No,Browsing,POST,403,Mozilla/5.0,444,0,444,None,None,None,None,None,None,C2,Malicious,bob.johnson
2025-11-06 08:23:58,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,104.21.48.200,https://torrent-site.org,File Sharing,None,None,Allowed,65,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,950,3170,4120,None,None,None,None,None,None,None,None,david.miller
2025-11-06 08:25:51,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,975,3362,4337,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:26:49,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,13.107.42.14,https://onedrive.live.com,Cloud Storage,None,None,Allowed,28,None,None,None,Web Browser,Internet Services,Yes,Upload,POST,200,Mozilla/5.0,21448490,943,21449433,xlsx,Financial_Data.xlsx,None,None,None,None,None,None,grace.moore
2025-11-06 08:28:32,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,818,1711,2529,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 08:30:29,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1081,2034,3115,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:30:35,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,170.114.52.2,https://zoom.us,Business,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,994,3880,4874,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:33:47,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,170.114.52.2,https://zoom.us,Business,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1191,3018,4209,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:37:46,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,812,1924,2736,None,None,None,None,None,None,None,None,bob.johnson
2025-11-06 08:38:42,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,162.125.19.131,https://dropbox.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Internet Services,Yes,Browsing,POST,200,Mozilla/5.0,1191,1617,2808,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:38:50,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,162.125.19.131,https://dropbox.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Internet Services,Yes,Browsing,POST,200,Mozilla/5.0,1176,2794,3970,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:39:08,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,54.230.159.120,https://slack.com,Business,None,None,Allowed,16,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,446,1560,2006,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:41:32,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,425,3554,3979,None,None,None,None,None,None,None,None,david.miller
2025-11-06 08:42:32,jane.smith,Finance,New York,NY-HQ,192.168.2.50,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,3181,3693,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 08:42:38,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,811,2535,3346,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 08:43:04,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,501,3369,3870,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:44:08,grace.moore,Finance,Chicago,CHI-OFFICE,192.168.3.95,170.114.52.2,https://zoom.us,Business,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1128,1604,2732,None,None,None,None,None,None,None,None,grace.moore
2025-11-06 08:44:12,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,923,1802,2725,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:45:06,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1051,3984,5035,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 08:45:39,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,54.230.159.120,https://slack.com,Business,None,None,Allowed,16,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,954,3449,4403,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 08:45:58,emma.davis,Marketing,New York,NY-HQ,192.168.2.90,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,1073,2870,3943,None,None,None,None,None,None,None,None,emma.davis
2025-11-06 08:48:47,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,136.147.174.25,https://salesforce.com,Business,None,None,Allowed,17,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,679,2787,3466,None,None,None,None,None,None,None,None,david.miller
2025-11-06 08:50:39,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,25,None,None,None,Web Browser,Internet Services,Yes,Upload,POST,200,Mozilla/5.0,26922369,1570,26923939,pdf,Q4_Report.pdf,None,None,None,None,None,None,charlie.brown
2025-11-06 08:52:14,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.67.154.100,https://proxy-bypass.net,Proxy Avoidance,None,None,Allowed,70,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,919,2263,3182,None,None,None,None,None,None,None,None,charlie.brown
2025-11-06 08:54:18,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,172.67.154.100,https://proxy-bypass.net,Proxy Avoidance,None,None,Allowed,70,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,782,2441,3223,None,None,None,None,None,None,None,None,bob.johnson
2025-11-06 08:59:01,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,13.107.42.14,https://onedrive.live.com,Cloud Storage,None,None,Allowed,28,None,None,None,Web Browser,Internet Services,Yes,Upload,POST,200,Mozilla/5.0,13701257,699,13701956,xlsx,Financial_Data.xlsx,None,None,None,None,None,None,david.miller
2025-11-06 09:01:43,jane.smith,Finance,New York,NY-HQ,192.168.2.50,162.125.19.131,https://dropbox.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Internet Services,Yes,Browsing,POST,200,Mozilla/5.0,1121,3336,4457,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 09:04:48,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,758,1752,2510,None,None,None,None,None,None,None,None,alice.williams
2025-11-06 09:06:00,emma.davis,Marketing,New York,NY-HQ,192.168.2.90,54.230.159.120,https://slack.com,Business,None,None,Allowed,16,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,748,3869,4617,None,None,None,None,None,None,None,None,emma.davis
2025-11-06 09:13:31,frank.wilson,Sales,Los Angeles,LA-OFFICE,192.168.5.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,414,3615,4029,None,None,None,None,None,None,None,None,frank.wilson
2025-11-06 09:14:36,henry.taylor,IT,Austin,AUS-OFFICE,192.168.4.120,136.147.174.25,https://salesforce.com,Business,None,None,Allowed,17,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,425,3015,3440,None,None,None,None,None,None,None,None,henry.taylor
2025-11-06 09:15:10,jane.smith,Finance,New York,NY-HQ,192.168.2.50,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,449,3467,3916,None,None,None,None,None,None,None,None,jane.smith
2025-11-06 09:16:31,frank.wilson,Sales,Los Angeles,LA-OFFICE,192.168.5.110,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,760,2068,2828,None,None,None,None,None,None,None,None,frank.wilson
2025-11-06 09:18:15,david.miller,Engineering,Austin,AUS-OFFICE,192.168.4.80,136.147.174.25,https://salesforce.com,Business,None,None,Allowed,17,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,435,3219,3654,None,None,None,None,None,None,None,None,david.miller
