datetime,user,department,location,location_id,client_ip,server_ip,url,url_category,threat_category,threat_name,action,risk_score,dlp_engine,dlp_dictionaries,file_type,app_name,app_class,cloud_app,activity,http_method,http_status,user_agent,request_size,response_size,total_size,upload_file_type,upload_file_name,download_file_type,download_file_name,md5_hash,sha256_hash,malware_category,malware_class,device_owner
2025-11-12 09:00:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,198.41.128.143,https://malicious-phishing-site.com,Phishing,Phishing,Phishing Site,Blocked,95,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,445,0,445,None,None,None,None,None,None,Phishing,Malicious,john.doe
2025-11-12 09:05:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,198.41.128.143,https://malicious-phishing-site.com,Phishing,Phishing,Phishing Site,Blocked,95,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,445,0,445,None,None,None,None,None,None,Phishing,Malicious,john.doe
2025-11-12 09:10:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,45.142.120.10,https://c2-command-server.net,Command and Control,C2,C2 Communication,Blocked,99,None,None,None,Unknown,Security Risk,No,Browsing,POST,403,Mozilla/5.0,256,0,256,None,None,None,None,None,None,C2,Malicious,jane.smith
2025-11-12 09:15:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,45.142.120.10,https://c2-command-server.net,Command and Control,C2,C2 Communication,Blocked,99,None,None,None,Unknown,Security Risk,No,Browsing,POST,403,Mozilla/5.0,256,0,256,None,None,None,None,None,None,C2,Malicious,jane.smith
2025-11-12 09:20:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,185.220.101.5,https://tor-exit-node.onion,Anonymizer,Anonymizer,Tor Network,Blocked,85,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,389,0,389,None,None,None,None,None,None,Anonymizer,Suspicious,bob.johnson
2025-11-12 09:25:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 09:30:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Download,GET,200,Mozilla/5.0,456,52428800,52429256,None,None,exe,suspicious_file.exe,a1b2c3d4e5f6,1a2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f1a2b,Trojan,Malicious,charlie.brown
2025-11-12 09:35:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,david.miller
2025-11-12 09:40:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,emily.davis
2025-11-12 09:45:00,frank.wilson,Operations,Chicago,CHI-OFFICE,192.168.3.100,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,frank.wilson
2025-11-12 09:50:00,grace.taylor,Engineering,San Francisco,SF-HQ,192.168.1.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,grace.taylor
2025-11-12 09:55:00,henry.anderson,Finance,New York,NY-HQ,192.168.2.60,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,498,1856,2354,None,None,None,None,None,None,None,None,henry.anderson
2025-11-12 10:00:00,isabel.thomas,Sales,Boston,BOS-OFFICE,192.168.4.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,isabel.thomas
2025-11-12 10:05:00,jack.jackson,IT,Chicago,CHI-OFFICE,192.168.3.110,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jack.jackson
2025-11-12 10:10:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,john.doe
2025-11-12 10:15:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Upload,POST,200,Mozilla/5.0,1024,512,1536,xlsx,Financial_Data.xlsx,None,None,None,None,None,None,jane.smith
2025-11-12 10:20:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,567,2234,2801,None,None,None,None,None,None,None,None,bob.johnson
2025-11-12 10:25:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Social Media,No,Browsing,GET,200,Mozilla/5.0,523,1987,2510,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 10:30:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,charlie.brown
2025-11-12 10:35:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,david.miller
2025-11-12 10:40:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,emily.davis
2025-11-12 10:45:00,frank.wilson,Operations,Chicago,CHI-OFFICE,192.168.3.100,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,frank.wilson
2025-11-12 10:50:00,grace.taylor,Engineering,San Francisco,SF-HQ,192.168.1.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,grace.taylor
2025-11-12 10:55:00,henry.anderson,Finance,New York,NY-HQ,192.168.2.60,172.217.14.206,https://sheets.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,henry.anderson
2025-11-12 11:00:00,isabel.thomas,Sales,Boston,BOS-OFFICE,192.168.4.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,isabel.thomas
2025-11-12 11:05:00,jack.jackson,IT,Chicago,CHI-OFFICE,192.168.3.110,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jack.jackson
2025-11-12 11:10:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,198.41.128.143,https://malware-download-site.com,Malware,Malware,Trojan Downloader,Blocked,98,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,445,0,445,None,None,None,None,None,None,Malware,Malicious,john.doe
2025-11-12 11:15:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,45.142.120.10,https://c2-command-server.net,Command and Control,C2,C2 Communication,Blocked,99,None,None,None,Unknown,Security Risk,No,Browsing,POST,403,Mozilla/5.0,256,0,256,None,None,None,None,None,None,C2,Malicious,jane.smith
2025-11-12 11:20:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,185.220.101.5,https://tor-exit-node.onion,Anonymizer,Anonymizer,Tor Network,Blocked,85,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,389,0,389,None,None,None,None,None,None,Anonymizer,Suspicious,bob.johnson
2025-11-12 11:25:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 11:30:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Download,GET,200,Mozilla/5.0,456,104857600,104858056,None,None,zip,backup_data.zip,b2c3d4e5f6a7,2b3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f1a2b3,None,None,charlie.brown
2025-11-12 11:35:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,david.miller
2025-11-12 11:40:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,emily.davis
2025-11-12 11:45:00,frank.wilson,Operations,Chicago,CHI-OFFICE,192.168.3.100,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,frank.wilson
2025-11-12 11:50:00,grace.taylor,Engineering,San Francisco,SF-HQ,192.168.1.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,grace.taylor
2025-11-12 11:55:00,henry.anderson,Finance,New York,NY-HQ,192.168.2.60,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,498,1856,2354,None,None,None,None,None,None,None,None,henry.anderson
2025-11-12 12:00:00,isabel.thomas,Sales,Boston,BOS-OFFICE,192.168.4.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,isabel.thomas
2025-11-12 12:05:00,jack.jackson,IT,Chicago,CHI-OFFICE,192.168.3.110,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jack.jackson
2025-11-12 12:10:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,john.doe
2025-11-12 12:15:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Upload,POST,200,Mozilla/5.0,1024,512,1536,docx,Confidential_Report.docx,None,None,None,None,None,None,jane.smith
2025-11-12 12:20:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,567,2234,2801,None,None,None,None,None,None,None,None,bob.johnson
2025-11-12 12:25:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Social Media,No,Browsing,GET,200,Mozilla/5.0,523,1987,2510,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 12:30:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,charlie.brown
2025-11-12 12:35:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,david.miller
2025-11-12 12:40:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,emily.davis
2025-11-12 12:45:00,frank.wilson,Operations,Chicago,CHI-OFFICE,192.168.3.100,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,frank.wilson
2025-11-12 12:50:00,grace.taylor,Engineering,San Francisco,SF-HQ,192.168.1.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,grace.taylor
2025-11-12 12:55:00,henry.anderson,Finance,New York,NY-HQ,192.168.2.60,172.217.14.206,https://sheets.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,henry.anderson
2025-11-12 13:00:00,isabel.thomas,Sales,Boston,BOS-OFFICE,192.168.4.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,isabel.thomas
2025-11-12 13:05:00,jack.jackson,IT,Chicago,CHI-OFFICE,192.168.3.110,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jack.jackson
2025-11-12 13:10:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,198.41.128.143,https://ransomware-site.com,Malware,Ransomware,Ransomware,Blocked,100,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,445,0,445,None,None,None,None,None,None,Ransomware,Malicious,john.doe
2025-11-12 13:15:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,45.142.120.10,https://c2-command-server.net,Command and Control,C2,C2 Communication,Blocked,99,None,None,None,Unknown,Security Risk,No,Browsing,POST,403,Mozilla/5.0,256,0,256,None,None,None,None,None,None,C2,Malicious,jane.smith
2025-11-12 13:20:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,185.220.101.5,https://tor-exit-node.onion,Anonymizer,Anonymizer,Tor Network,Blocked,85,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,389,0,389,None,None,None,None,None,None,Anonymizer,Suspicious,bob.johnson
2025-11-12 13:25:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 13:30:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Download,GET,200,Mozilla/5.0,456,209715200,209715656,None,None,iso,system_image.iso,c3d4e5f6a7b8,3c4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4,None,None,charlie.brown
2025-11-12 13:35:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,david.miller
2025-11-12 13:40:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,emily.davis
2025-11-12 13:45:00,frank.wilson,Operations,Chicago,CHI-OFFICE,192.168.3.100,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,frank.wilson
2025-11-12 13:50:00,grace.taylor,Engineering,San Francisco,SF-HQ,192.168.1.110,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,grace.taylor
2025-11-12 13:55:00,henry.anderson,Finance,New York,NY-HQ,192.168.2.60,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,498,1856,2354,None,None,None,None,None,None,None,None,henry.anderson
2025-11-12 14:00:00,isabel.thomas,Sales,Boston,BOS-OFFICE,192.168.4.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,isabel.thomas
2025-11-12 14:05:00,jack.jackson,IT,Chicago,CHI-OFFICE,192.168.3.110,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jack.jackson
2025-11-12 14:10:00,karen.white,Security,San Francisco,SF-HQ,192.168.1.200,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,karen.white
2025-11-12 14:15:00,larry.green,Engineering,New York,NY-HQ,192.168.2.100,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Upload,POST,200,Mozilla/5.0,1024,512,1536,pdf,Technical_Spec.pdf,None,None,None,None,None,None,larry.green
2025-11-12 14:20:00,mary.black,Finance,Chicago,CHI-OFFICE,192.168.3.120,13.107.42.14,https://outlook.office365.com,Webmail,None,None,Allowed,14,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,567,2234,2801,None,None,None,None,None,None,None,None,mary.black
2025-11-12 14:25:00,nancy.blue,HR,Boston,BOS-OFFICE,192.168.4.100,104.16.132.229,https://linkedin.com,Professional Networking,None,None,Allowed,11,None,None,None,Web Browser,Social Media,No,Browsing,GET,200,Mozilla/5.0,523,1987,2510,None,None,None,None,None,None,None,None,nancy.blue
2025-11-12 14:30:00,oliver.red,IT,San Francisco,SF-HQ,192.168.1.160,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,oliver.red
2025-11-12 14:35:00,peter.yellow,Marketing,New York,NY-HQ,192.168.2.110,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,peter.yellow
2025-11-12 14:40:00,quinn.purple,Legal,Chicago,CHI-OFFICE,192.168.3.130,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,quinn.purple
2025-11-12 14:45:00,rachel.orange,Operations,Boston,BOS-OFFICE,192.168.4.110,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,rachel.orange
2025-11-12 14:50:00,steve.pink,Engineering,San Francisco,SF-HQ,192.168.1.170,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,steve.pink
2025-11-12 14:55:00,tina.brown,Finance,New York,NY-HQ,192.168.2.120,172.217.14.206,https://sheets.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,tina.brown
2025-11-12 15:00:00,uma.gray,Sales,Chicago,CHI-OFFICE,192.168.3.140,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,uma.gray
2025-11-12 15:05:00,victor.silver,IT,Boston,BOS-OFFICE,192.168.4.120,185.199.108.153,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,victor.silver
2025-11-12 15:10:00,wendy.gold,Security,San Francisco,SF-HQ,192.168.1.210,198.41.128.143,https://cryptomining-site.com,Cryptocurrency Mining,Cryptomining,Cryptominer,Blocked,92,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,445,0,445,None,None,None,None,None,None,Cryptominer,Malicious,wendy.gold
